Gene,CAT7,CAT12,CAT13,CAT25,CAT34,CAT38,CAT39,CAT11,CAT14,CAT17,CAT19,CAT21,CAT22,CAT26,CAT27,CAT28,CAT32,CAT33,CAT35,CAT20,CAT23,CAT24,CAT30,CAT31
dcaf13,-0.8234793181503224,0.0,0.0,0.0410879084641451,-0.9743422218836173,-0.64788836664805,-0.353195430188215,-1.016316611245651,-2.064989104668903,-0.09029181591966846,0.12303211414835444,-1.3601346941272368,-0.9795452380989225,0.0,-0.05386602004468174,0.0,-0.5782909492247185,-0.6256602477470636,0.0,0.0,0.17153199020826865,-0.3956594749815213,0.026235546561076937,0.0
dcaf15,0.41022032512174605,0.0,0.0,0.09595411553529334,0.4091912375658165,0.0,0.053868272621776764,0.0,-2.176691109065122,-0.7321240376681529,-0.37451457492258133,-0.6187604408552834,-3.146345639362951,0.0,0.0,0.0,-1.4953961917556513,0.06919787080878533,0.0,0.0,0.9916048353050422,1.2927895691585,0.5618288951163741,-0.4103272510840582
dcaf17,-0.13729143782122388,0.0,0.0,-0.494570684775646,-1.1824097542720347,0.0,0.0,-0.48292198493652055,-0.7832327070139198,0.4267638573765031,0.18906898161882962,-0.9926427675508461,0.09465218170571284,0.0,-1.7992288246043067,0.0,0.16412170436585474,-1.13635915367541,0.0,0.0,0.6176741527160073,0.7846840197036253,0.5926164629458309,-0.4245465287604756
dcaf4,-1.4834184832286141,0.0,0.0,0.11997457865273771,-2.3357889376347742,0.0,-0.5086298035493391,-0.8154589094637462,-0.7478923589274417,-0.3276349143765868,0.36840232677662704,-0.35374412862606586,1.0753758820972954,0.0,0.0,0.0,-0.19155924996582172,-0.047694489404973846,0.0,0.0,0.37607051167518984,-0.3415041574684856,0.15994780677193793,0.0
dcaf5,-1.3177924204570324,0.0,0.0,-0.14922953876587702,-0.8496796969421211,0.0,-0.1359215262151232,-0.2788184943510186,0.5383228560673743,0.8618517640629375,0.8764992930350047,0.49291364959717515,0.5220506077986623,0.0,1.4085510925084033,0.0,-0.4346818177083266,-0.07594961277728059,3.7604078934218093,0.0,-0.25737919587400565,-1.1352141393234323,-0.4974840609004967,-0.671674135574401
dcaf6,0.3865397265806014,0.0,1.3719349520090558,0.003948938498228964,0.3453075933912075,0.0,0.4843022845343329,-0.22696699323672806,-1.1325858365229011,-0.708345600669481,-0.31623301407482673,-0.897057709633089,-0.8663774281444492,0.02087443497124621,-1.9200508319498109,-1.17297784530269,-1.3350516191359454,0.026674452712052692,-0.333261203081153,0.0,0.37440531548064365,0.5163222304514932,0.4179543181455181,-0.007738773606972393
dcaf7,0.5882533554385477,0.0,0.0,0.4939805200378996,0.28198860184593644,0.0,0.16093179133850574,0.5415994266553978,0.8837489719326873,1.1569892423278245,0.879770543398969,0.6695606756525875,1.0887917328269292,1.3903746315550665,0.6803486697456433,1.172508640298927,1.2104743482315685,0.07434529406671632,0.7684775837071719,0.0,0.5734964094594278,0.33992022466424393,0.717056432048423,-0.11190641153544369
dcaf8,-1.5614408014496113,-0.9062036097306982,-0.8849841390611398,-0.34156520887093555,-0.5638241386086084,-1.1967443657636656,0.26178947054430957,0.5067213500016469,-0.10447691986627256,0.7996742158274807,0.6306797894777174,0.46166200041585265,1.0490752927026257,-0.11588082630087412,0.46062235918462213,0.2711815322465885,0.4291992908457554,-0.5092740971168949,-0.1313318705704741,0.0,0.1831239845097351,-0.2798365197100276,0.7308438331249185,0.0
dcakd,0.6127780877904235,0.0,0.5519121130616552,0.338605570780892,0.0,0.0,-0.025863740488532308,-1.054280936781592,0.0,-0.6696419262096428,-0.2363648192527016,-0.11449403763461681,1.2555017744172088,0.2875585927559742,-0.6027188557092173,0.35132160566002385,-1.1281493569617376,-1.397685074089553,0.005739479116275898,0.0,0.41574906337864104,0.007861861246481276,-0.3109789389391994,0.0
dcbld1,-0.748539696598959,0.0,0.0,0.3381303627094432,-1.3162301730532917,0.0,0.530559558196325,-0.2157217723019595,-0.9423794513281082,-2.196318396809517,-0.21919911259262265,0.226108730929092,-0.9164411189898253,0.0,-1.326413505910285,0.0,0.12093708882749658,-1.2019497506316015,-1.5274428176272503,0.0,1.451624123860993,-0.2937592865199781,-0.27353789492724917,0.0
dcbld2,-0.7924872237858541,0.0,-0.630171669380975,0.059372088948981286,0.16382946386172484,0.0,-0.12759001114982768,-1.7607668688404803,-0.5460162704238493,0.335745740061479,0.2660690471601594,0.28230206014848575,0.6886609873132342,0.0027267075628263603,0.03598884167141386,-1.200882320992352,0.7196273006156725,0.23711461146904386,0.13684119670542036,0.0,0.8269709301750433,1.496087227516284,0.2976830457923633,0.0
dck,1.0741242298449873,0.2855547807860728,0.32622037918805896,0.4109949467801219,1.4243221683866913,2.201158408139739,0.7003181388577908,0.0,0.0,0.3457025206883387,0.6873489795634424,2.014120333098679,0.9962859575485402,0.0,0.0,0.0,0.991787142380004,-0.07808132378213341,0.0,0.0,1.790502616774309,3.4977940644320435,2.084145336622809,0.0
dclk2,0.009379827028938689,0.0,0.0,0.3094273346188235,0.0,0.0,0.0,0.8863431338746401,0.581587865472708,1.247096516876234,1.1115065866843301,0.6755725964750884,1.3774177462272044,0.6835661123488534,0.3690654037888195,0.9091586137925044,0.8441520065564553,-0.5260118690470487,0.8929818723117213,0.0,-0.31031852088665046,0.07809414994094274,-0.19431382458042934,0.3737499818496876
dclre1a,0.554032213769602,0.0,0.9071771112352176,0.4264153770087115,1.7132571254492663,-0.3839304418763126,0.21921820442654577,1.0320646728667984,0.9171873385372565,1.1837509159770272,1.0331641284192248,0.545178133121395,1.2319087946776146,0.635801110265184,0.7509089609623671,1.191668272440633,1.0567780578148633,0.0,2.3036394453682907,0.0,1.0024834351820258,0.2945484136855404,0.44119857900316367,0.9630897603109969
dclre1b,-0.2995487009291684,0.0,0.0,0.04135948131061445,-0.2920795965380185,0.0,-2.0580135105215867,0.9409359013008999,0.0,0.6907192190425648,0.31400893595903145,-0.2868322764741485,1.1095517682022502,0.0,0.0,0.0,-0.19133174182250365,0.2616099893236571,0.0,0.0,-0.63322710700309,0.9313829462535869,0.7227230429666137,-0.29680287740312455
dclre1c,-0.1376121459248129,0.0,0.0,-0.13974722815931576,-0.012863622520817878,1.1577586242476279,0.0,0.9458667768277584,0.7678841317099769,0.38322393118478687,0.4671425177275381,-0.5187282022832569,1.4680916093724534,0.0,1.0362579959344551,0.0,0.04082844145363749,-0.011734214719561036,0.0,0.0,-0.2965178298111962,-0.6028760899271752,0.0,0.0
dcp1a,-0.3717860058240867,0.0,0.0,0.19783120832945225,0.2691429313795449,0.0,0.5604393660456337,1.3449616042066719,1.158772215629152,2.6127575432764347,1.9302385497559882,1.3934280343257153,1.2387317878920805,2.161081390037384,2.0021884185479286,2.660551928098482,1.7256684072208834,1.3441987171428142,3.0289140053487915,0.0,1.1516585519837992,1.4449602987594088,1.5160079898805154,0.0
dcp2,-0.5671894422219362,1.3725129239328369,0.0,0.21976878903464073,0.2865220799330709,0.14646381010086665,0.12662064656451885,0.27388400500061055,0.6877025640682592,0.22850055946350292,0.11817351445305685,0.4446170886213486,0.8585170898390747,-0.4132315828304807,-0.5096683893782638,0.0,0.7845274895011739,0.24904561529936942,-0.008504222119705394,0.0,0.699707890533901,0.8935980030096364,0.21777558954130777,0.3812807834166777
dcps,-0.1760095096418932,0.0,-0.28202911152833254,2.46119725536228,0.16639988454627685,-0.1177371164080275,-0.4627036418011531,0.9516734785390369,0.0,0.7015191063049506,0.88373211109115,0.10383231270174847,0.49394140609053533,0.3312777774966594,0.0,1.3657683455472571,1.0383374994703016,0.44819021566244927,0.549102624238386,0.0,-0.29637614782649974,0.8740177722469029,-0.09695056080562905,-0.8176349695332495
dctd,0.09874582183215387,0.0,-0.19736240091013774,-0.2592975517430142,1.107117425149694,1.2252666842440592,-0.10386790421100342,0.666361227290028,2.610245413915112,1.9010212630638579,1.1566440088287264,1.511739895831671,1.0808696164389224,0.0,2.45587575532204,0.0,1.8028075984459646,1.6612397560560423,0.0,0.0,1.0077614215957753,-0.2194192861682497,0.0,0.0
dctn1,-1.8866907690046517,-0.20628332337630795,-2.399221252267422,-0.27585634371739415,-2.2003453328873572,-0.15137530664020113,0.951077434687493,-1.1279762133703184,-0.15839161409570118,-1.1276974454737378,-0.15467545691564105,-0.11788733794941687,0.17214454002247784,-0.06532157655394896,0.06514683149663325,0.33914775837131206,-1.5368790271991573,0.0,-0.06619778552190964,-0.11760435100366759,-1.4060833087250013,-1.6581768845605496,0.0,-1.3612384942887044
dctn2,-1.6486536175009774,0.0,0.0,0.08597586073016318,-1.5068440313534388,0.18561315121816255,0.36757328066961054,-1.4165304972489006,-0.841815731039518,-0.6530154968843316,-0.43458713599563675,-0.5924237685453091,-1.074870475371293,-0.059306805134051954,0.05693201373338645,0.2959250202429238,-1.42455429465284,0.16378537178184344,0.11598109956967767,0.07859571283479096,-0.10248661193458541,-0.3918043541025654,0.0,-0.8189926472980237
dctn3,-1.8913385861372662,0.0,0.0,-0.19770219841170364,-1.1643504536325617,-0.4940835445942989,-1.328499929442199,-0.4987226222279332,0.0,-0.45651617029497543,0.10456310235612963,-1.048347891465922,-1.2151383204957182,-0.06213142613919456,-1.404742036845571,0.640283303161017,0.08038340814403828,-0.36938956424156566,0.10424621260867334,0.1857364704143949,-0.10303348581414525,-0.5879646289579907,-2.0817517946278588,0.0
dctn4,-0.4684003790951612,0.0,0.0,0.038692388648026786,-0.717654161608887,0.3748719892050363,0.9389632357437074,-0.5810332677158383,-0.7519666758946699,-0.16703632054403544,0.1775646411840072,-1.237542158520842,-0.8599627127293052,-0.17060705949559218,-0.6588536954597156,-0.5771174660585011,-0.292100508170933,-0.28358924528962404,-0.3167467829285754,0.43618479991662873,0.7044057966021144,0.400504719591716,-0.19072732262502562,0.05432377432711457
dctn5,-0.3718378964689847,0.0,0.0,-0.3268064020350913,-0.9272607261137362,-0.03025783936833194,-2.906526416556907,-1.927713209646119,-1.6716145943090641,-0.3652733582467239,-0.08287162395760592,-0.6585094206487492,-1.383725136892089,0.06705888772080265,-1.5402859795867432,3.1378931517095943,0.13832029127863066,0.45743405294837397,-0.008901096805275628,0.0,-1.561914840082594,-0.7900994617779866,-0.0933364049753573,0.0
dctn6,0.43060895078860434,0.0,0.0,-0.25351172912535747,-0.37232287738911374,-0.1090215035598736,0.0,-0.5767795535465449,-1.4759277485782851,-0.2589657976985056,-0.26620733695730603,-1.544205276571075,-1.1814427530451692,-0.5333821657465949,-0.6588536954597158,1.3317722332035538,-0.5797604691911509,-1.1106260352790793,-0.19807845499833765,0.0,-1.4386581132126277,-0.2564059901678548,-0.2654431144392572,0.0
dctpp1,-0.6440888150014291,-1.1367402378193758,-0.0024103059833611162,0.6541441014203492,-0.23594017940805498,0.0,-0.21884234710467726,0.033541937731609295,-2.508008473366525,-1.2157186992672242,-0.473667838620057,-0.6214948029327008,-1.161355346790841,0.08073552049292042,-0.40328243646231143,0.23779737617493538,-0.6426604535957687,-0.8340974633244247,0.13213045020962563,0.06626795127961113,-1.0135978123860248,-0.8594691816719481,-0.6278275335660971,0.0
dcun1d1,-0.6389257808914968,0.0,0.0,0.045337871658927144,-1.0805992734751262,0.09092532480378006,-0.014349394504596854,-0.25519414143042646,0.6178352597783259,0.28484723369058834,0.3350671745441376,-0.5019422411991163,0.7876776508189027,-0.1521530048299511,-1.0249771844825033,0.49982325359404345,0.143461337075498,0.0,0.25014686575950135,0.26914003504179695,0.22644509028739876,-0.8590430735644962,0.0,0.0
dcun1d2,-0.20548562249923377,0.0,0.0,-0.3730109643752505,0.734891378372565,0.23818152257068312,0.11803704091000453,0.6983311085365933,1.0293576605884538,1.2977465249438909,1.3137409888556315,0.706424956724518,1.6840256514998808,-0.5183913408698865,0.0,0.0,1.05159480691068,0.8944667319833932,0.4744268245657285,0.0,-0.3540981431766754,0.886521990701052,-0.7743585523963116,0.0
dcun1d3,0.027469401044456394,-0.5506978485538598,0.789780337464884,0.253633218157359,0.3903830842296348,0.0,-0.196629784488435,0.0,0.938131226796086,-1.69260968872886,-0.13927816148000025,0.21241268369440944,0.27524661430404196,0.0,0.0,0.0,-0.07329989969479804,0.5082611782448192,-2.3338016060848057,0.0,0.5340756946544485,0.32919394277475916,0.15654179797285722,0.0
dcun1d5,0.14351243638643524,0.8540263564625816,0.0,-0.27287308976880353,0.5668649454179103,0.26974953455603723,0.36893192653518597,1.2057167321059057,1.133866807212867,1.2668985354658846,1.0223491627028785,0.9958612507829568,0.6774667062805133,1.1154165035177115,0.535671136225883,1.5859288258536781,0.9711795237148033,0.78908325830151,2.189878597431777,0.0,0.8252677190802366,0.17883536424822097,-0.1171768707860337,0.0
dcxr,-0.7497048089526906,0.0,0.0,-0.299319869479575,-0.7847894298958523,-0.11421736533366553,-0.7246642114529085,0.7157564711473712,0.0,-1.2158692455582611,0.4880416766713439,-3.124393727294279,-0.8534370521741573,0.15203386682547557,0.0,0.18970454895918795,0.6240367613338725,0.2083519746941913,-0.4566702849121322,0.05761784722199399,0.05448747173886076,-0.32845471695455036,-1.0264516013095453,0.0
dda1,0.5947286733019651,0.0,0.0,0.5825319321084083,0.6429730612532624,-0.17027276539415312,0.2504910961133118,0.5787545389046962,0.9775457326544503,1.0311578504410077,0.8510507576014913,0.6359091162739321,0.9684105479939055,0.0,0.6085130485815394,0.0,0.9127776807331953,1.3504961238034516,0.0,0.0,-0.46208361846397755,0.3646402735453839,0.6483916605760817,0.0
ddah1,-0.8709475798613651,0.0,0.0,-0.486627948722632,-1.0493331845367793,0.5500235007456286,0.0,0.0,0.0,-1.7790026071188851,0.004414316453837614,-0.4012061464587451,-0.7898936000467993,0.0,0.0,-0.7969309247118516,0.0,-0.4909104462295894,-0.5669845208717804,-3.1291684231896677,1.0986343331029935,-1.0638898689083287,0.6503411623073717,0.0
ddb1,-1.3369676750005683,0.0,0.0,-0.4063873401872824,-0.8363537125137418,0.3067427027167065,-0.4273600654746325,1.4982201817807232,-0.1460853911580201,0.9995976461119904,0.8717405193233037,0.8063122394040848,1.0601629413032452,0.1075376650342338,0.8730052518254401,0.38725293071666644,1.2572731037342413,1.0878804251638088,0.17563130420102402,0.32206206937232823,0.8352943384254027,0.4826996079804473,0.46241269832133547,0.8105495026172257
ddb2,0.07177496235794172,0.0,0.0,0.385926746821738,0.06995568171206701,0.0,0.3731530718646433,1.4479289548730088,2.676341263631938,2.2270222006793654,1.8255745341228624,2.037046175498113,1.1482444824222207,1.555468758924464,2.7000966649439357,0.0,1.29541693361069,1.0375065786787157,2.50605612770519,0.0,-2.296917833154729,0.028398590447213552,0.0,0.0
ddhd1,-0.16236019030665177,0.0,0.31384314316615014,0.2080943154791272,-0.18625146148225716,-0.2577993091698223,-0.11897411826894821,0.9252542476585254,0.4831473215185416,0.4770627345021317,0.6400195568065442,0.2153436681863401,0.26856517856085566,-0.2097231498806677,0.04191264546988926,-0.5988232832845777,0.5911943376449413,0.062456695592371915,-1.134536326474104,-0.008974624603863822,0.4226324662463671,-0.20419045815766734,-0.14411570832067494,0.0
ddhd2,-0.4515647738641581,0.0,0.0,-0.04511785125555209,-0.16477083591546748,-0.074343585587019,0.0,-0.041142770339304115,-0.17540957058719514,0.3584724805015107,0.13506626092273052,0.04284906681052129,-0.48598009643576157,-0.22767993336041242,-0.3741244466370918,-0.284439412942512,0.7227075842424294,0.6776258669712336,-0.16543355577704438,0.0,0.7753108164333099,-1.1654597502355553,-2.416665332903138,0.0
ddi2,-0.5933473486213613,0.0,0.0,0.15854987083969047,-0.28987838059107895,-0.13173377820743465,0.4938384388163353,1.1377584587443514,0.08879486986304858,0.5825321343000901,0.5523096366388346,0.2803155019694475,1.0681530307223495,0.38631275326490255,0.030843953018842067,0.4377615700317739,0.8611155641946674,0.6375131836723419,0.3043680983441524,0.0,0.42520333417659534,1.9819720775279888,1.303249424790281,0.0
ddit4,1.3006323437964111,1.129914973214389,2.0083431183168567,0.12455650803968216,1.4252641864096922,0.0,-0.30690345110997524,1.1568307673842495,0.7716528250308208,1.7700906761712927,1.479637666993441,0.8589770066247812,0.927257997802895,0.0,1.6391306387900186,0.0,1.4336366058409051,1.4721439534882634,0.0,0.0,0.3915899697787347,3.1942725573223587,0.7424480670179202,0.0
ddost,-0.9462568494364683,0.1292363915747458,-0.6241428679468835,0.028180146025121484,-0.7850829321604806,1.0628347858203242,0.9204714829549256,0.36955087051794383,-1.7114246700581344,-1.0140527116719105,-0.17034560780808125,-3.461474907270068,0.33097420192466226,0.1401606889900645,-2.314537619708546,0.5925517249210202,-0.24064118827597658,-0.8293450454686409,0.2141642922057045,-0.16766840521923132,0.2274820134825711,-0.8911896891730953,0.0,0.0
ddr1,1.1514720274200587,0.0,0.18524658984680703,-0.143191219859901,1.7864226778859198,0.0,0.17022316938919532,0.9008876571410309,0.8586459089875783,0.9586519863695506,0.7630611023612949,0.22384860628212877,1.116775129031467,0.0,0.42167749783295705,0.0,1.504542766037787,0.182483362078777,-0.38827150169852814,0.0,0.13933564375620955,0.07223799880620078,0.7953351689425256,0.0
ddrgk1,-0.9969286651225235,0.0,0.0,0.4448115495233162,-0.5507628260434884,-0.2744754977471588,0.6129923815312674,-1.1138278860723678,-2.1388734929361184,-1.2477595182789483,-0.48458333159181843,-1.4449276463535603,-1.8625545471948621,0.05898720529780993,-1.1395779551617027,-1.8686116795764023,-1.3314477786606367,0.18960403027261666,-0.1524916013200774,0.0,-1.0146661444569631,-1.1651679931686811,0.16705301841509465,0.0
ddt,-1.2010013441341647,-0.6353536985474504,-0.1849730342689574,-0.3306651017439164,-1.115711353916301,0.0,-0.9923256544815431,-1.2521728249268587,0.0,-0.14523531800551495,-0.36683943320973533,-0.8254685943385268,-2.8937468770139745,0.925668402946301,0.0,1.0918468561212786,-1.3883502278201565,0.14232881243925172,1.8216938786531494,0.1408036994459396,-0.18843992922671224,-1.3933259411883723,0.0,0.0
ddx1,-0.5854991476928262,0.0,0.0,-0.6345229073065922,-0.7404703740352581,0.6218435558527315,-0.9959434600407304,-0.8609673634398561,-1.4791047934847612,-0.701559226693726,-0.045956479086205045,-1.4328661148774275,-1.046007850261082,-0.13212778600148295,-1.0249771844825033,0.23101551507484386,-0.8191770425246107,-0.041155505035848555,-0.31046413238108617,-0.05243484955577041,-0.17581291752516828,-1.4997648264686083,-0.8956238173228886,-1.0416514305684796
ddx10,-0.6394884494622397,0.11166014581344634,-0.6629191454672632,-0.1496417010940192,0.37993207180288274,-1.1962663414097103,0.36083309930641044,1.0083306268641208,0.8554343692364724,0.15929122076879199,0.20966395792286177,-0.324475207357549,0.5224247935411981,0.0,-1.8819176814890046,0.0,0.22152766522021866,1.8476823075903248,0.0,0.0,0.6746342657873892,-1.707447985176886,0.5710235036839231,-1.4143181020843203
ddx11,-1.2171662451703453,-1.1102121293332334,-1.5541344358584432,0.0,-1.83891381058591,-0.22899990109539994,0.18896317899038476,0.0,-0.9342069929160776,-1.035343724883869,-0.22302156085290625,-0.2093005578255068,-0.5163771891273049,0.6984920660338664,-0.7439101767761792,0.2461928377308652,-0.9456808468228889,0.14816885956559028,0.09328242122328559,0.0,-0.7216347766032438,-1.01244024824185,0.0,-0.6736230433035015
ddx17,0.2952058345882125,0.0,0.0,0.6552193994688654,0.5597368225058302,-0.20616697564117986,-0.5376445515082408,0.9610632320203201,0.35471122630807406,0.7357356977794088,0.4426887854922998,0.1729163792135583,0.27727877132115847,-1.0033479530142606,1.5035866960488469,-0.23109293370854023,1.0951103956776669,0.4032076064563516,0.29311511554696756,0.0,1.6131164222212668,0.12581618817164825,-0.8401072638694673,0.039345578349893294
ddx18,-1.5718746458931496,-1.3653411930864425,-1.8865751631993433,-0.010654864417036959,-1.6064150234992132,-1.7036131269238377,-0.16896876887036835,-0.4780166502088216,0.5451057198734264,-0.22464996893166697,0.2814248859896037,0.10348192882242004,-0.13490635209468393,0.0,-0.41360806693923136,-0.27772315753549176,-0.48667122055541784,0.0,0.0,0.0,0.6471299216231146,0.22692730206964853,1.4349833364154145,0.0
ddx19b,0.7372009445829691,0.0,1.061983651175872,0.6133071122201769,0.9750607360944524,0.30996161004098,1.034479331875717,0.6434101488739891,0.8653711680220156,-0.45597981583717573,-0.03278178035132296,0.4195485507157619,0.6060515956564915,0.0,0.0,0.0,0.47184796769723264,-0.06774048690821963,0.44344850029319005,-0.39321328981166237,-0.6843453538829525,-1.7122476203949837,0.0,-1.5131297645344597
ddx20,-0.5742943465215352,-0.943700961918283,0.0,-0.014474159018714038,-0.11518403576141807,-0.10242652485332464,0.27211423176662425,-1.4625723395252777,-1.9878454857305539,-0.5757430819994768,0.00901231489003985,-1.5318209132961742,-1.4785930275015866,0.0,-0.4449812217832581,-1.1901195999853604,-0.04050748437795663,0.18211709773893,-0.7306796737405075,0.0,-2.8571609193617244,-1.208041050678221,0.17183243506321447,-0.6336713524880663
ddx21,-0.014206349685562336,-0.3091457421404306,-1.1339448509222085,-0.41071982863340756,-1.248601374714076,-2.1263252748012866,0.0965052381432865,-1.275067639017591,-0.41019618887195936,-0.6836750483725157,-0.3364756738136816,-0.7225720444606546,-0.7471942268868054,-2.7015902397114355,-0.5879969203135498,-0.15926394353782328,-1.4222950115894473,-0.40752316219049906,-0.4229392680097286,0.0,1.1736821349510225,-0.30330566469383513,-1.1046377475482454,0.0
ddx23,0.3722825803173066,0.45565469805129993,0.033568361839953716,-0.29421178661915154,0.11243969059278577,-0.1358440112570699,0.4769269426643991,0.0,-0.37340210343270636,-0.9297576490154236,-0.2444227451448989,0.012287165573807423,-0.004574690548351847,-0.0767272884993923,-0.918591231566551,0.0,0.35025170206403733,-0.42363881410832127,-0.08489629873477118,0.0,-0.6934634903494099,-1.177110371185925,-0.9114031946825074,-1.0124732915786185
ddx24,-0.1807703569673092,0.0,-0.04297712212760767,-0.27779487518745943,-1.1165024321678187,-1.083680979453604,0.20057928429349944,-0.4039754139032685,-0.6863151054561544,-1.07427373640863,-0.03482861841506869,-0.3454278476677161,0.14836833302130206,0.0,-0.6999378189488537,-0.4999514187615933,0.9551158014304751,-0.6004714368218759,0.0,0.0,-0.2593479371540509,-2.0723894352191152,-1.5187528004109976,-0.950716672802381
ddx25,1.3734111296519114,0.6521636946397582,-0.21983497397329843,-0.2417535443405257,0.25540001627062875,-4.123947302301036,1.0096044759142102,0.0,-1.1531505775924333,-0.3076057612724119,0.002368665254508284,-0.3076474871520007,-0.6002773979063304,0.0,-1.238849658158961,0.0,-0.37562464141059,0.0,-0.447120414507757,0.0,-0.876729170171098,-0.8197523570958729,0.08792143782814825,1.4361385453663362
ddx27,-1.5694970678008469,-0.0568646209907377,-0.07594601032582735,-0.2391168078318202,-1.3212378821317334,-1.49952526593356,0.4636640388578553,-0.8450172856133834,-1.415398324293016,-0.7666870339364807,-0.17875702952152087,-0.7516127391225476,-0.03085838299757175,0.0,-2.1151012004616403,0.0,0.5684823416125746,-0.5538348937838494,0.0,0.0,0.24517972422542805,-2.0898954296472927,0.0,0.0
ddx28,-1.8256471469272297,0.0,0.0,-0.23856305231058866,-1.145529618155493,-0.17584376163713109,-0.04896296806263843,-1.3651403578820847,0.0,0.5094326645953593,0.5614592816148,0.4028484591073276,-1.5114126846987523,0.0,-1.1395779551617027,0.0,0.3232655053407647,0.029566475770724302,0.016462146776620973,0.0,0.4380884081267634,1.2281084872221506,0.25863948908501544,0.0
ddx39b,-0.30832372538445335,0.0,0.0,-0.1313280752027239,0.27409027533257474,0.8331014976197663,-0.6112928643111611,-1.3280017595511693,0.2323428927388434,0.020630420438621382,-0.4692304421524746,0.4112704111158255,-2.5220215567134616,-0.3951009456994093,-0.20823206795048194,0.23507658257363317,-0.9916799363101155,0.5743848327499079,0.06440903016734945,-0.6263640751595705,-1.137913933595374,-0.13054190750648062,0.0,0.0
ddx3x,1.4579642390890075,0.7081013719211894,0.7586935394530703,0.5376864345738569,0.975962795040326,-0.3459760196786497,0.5117807967030115,1.0574529846821303,0.9463670340248284,1.0447970780920661,0.9269725221383206,0.7507874882638469,0.45200756663305997,1.1664542901954822,1.4439135624754451,0.4389451444600989,1.2319478774940196,1.3670609937947205,0.4703967524393694,0.1258508521796792,1.1246370705183342,0.44312072042464634,0.03029744289375571,0.27558251196699957
ddx4,-0.3923760379403658,-1.284053379419409,-2.265925833800526,-0.8310097485248411,-0.9648475181616449,-0.4768442858445683,0.4338232771544382,0.4841614773621817,0.26433544547406373,0.33147868155831894,0.7169279909868124,-0.4940392156065376,-0.44069616991767413,-1.5867792684722284,-0.8381416337339209,0.4091729724359508,0.07057615506527298,1.9508914061630407,-0.31804072067261124,-0.19974564413605111,-0.16103666576201053,-0.2336058349584166,0.004975247819934097,-0.4063329454464762
ddx41,-0.29638160507912165,-0.8574331040554755,-0.5947116450807249,-0.07100936020277317,-0.39033276446606635,-0.13042202859279708,0.3034680175912906,-0.5513336725056355,-0.9697759573771141,-0.6243227493637198,-0.12568367008494735,-1.1114615339788592,-2.086526102636634,-2.337651929501098,-2.711592401188966,-0.40800223456297785,-0.13966788036046657,-0.46035541745485936,-0.34230310438028444,0.0,0.2017359524933806,-0.8992722303040195,0.0,0.0
ddx42,0.14596529253212845,0.0,0.0,0.5705825196687727,0.7974252529947805,0.16335959597902813,0.38077433101431385,-0.2795813152082569,-0.8618634071297294,-0.5798899766594078,0.0703189393658176,-0.9058669642192906,-0.17780321215716285,-0.19920307790342417,-0.9307457275247618,-2.4507195446759416,-1.0635782587063272,0.11221969067607562,-0.2599353584950073,0.0,0.4843439730852349,-0.5098797103046524,-0.12084049360203321,0.0
ddx46,1.2227319277375241,0.0,0.0,0.7681485074607559,1.4460999889389587,-0.20616697564117986,1.3872104198592528,0.15093356504572122,0.14098450386538933,0.35827488673060376,0.28770550608566003,0.04429973602739567,0.649176225891906,0.12501391906215992,0.34012365405913947,1.0134012440872748,-0.7029322274394637,-0.44364281658079285,-0.1403971270107383,0.0,0.8273318986571861,-1.1492064819575412,2.2934341902842794,-0.5442377393310052
ddx47,-1.0319586675114059,0.0,-0.49127660644494225,-0.13765553501686703,-0.8575442879075174,-3.624801884523765,0.19105881399079247,-2.942526638095551,-0.1923666923682279,0.5363882650796724,-0.0731538957949352,-0.3621994114880067,-0.5022517317717544,0.0,1.5035866960488469,0.0,1.1320473744741044,0.3424943010760392,0.0,0.0,-0.4000613132951269,0.08325833426711343,0.0,0.0
ddx49,-1.3329824898969087,-0.37056676450160275,-0.2193733507862735,-0.008272076845286557,-0.7973422639401991,-2.7569163429699883,0.4876153483124773,-1.5613624312288192,0.0,-0.8558725155654678,0.3067643163435574,0.4353811391445349,-2.028079244033836,0.0,-1.404742036845571,0.0,-1.364079518718519,-1.259645179884782,0.0,0.0,-1.2375981417321957,-0.23366663162954218,2.0855713903716144,-0.4032699027850866
ddx5,-0.39194800273877906,-0.4199727927918919,-0.5479074499851889,0.270904361978182,-0.6011446444330255,-0.6549549965750092,0.6360958617522661,0.5995884200050349,2.0902086626341227,1.0561459089152905,0.8081398509289893,0.8712971042716516,0.9973815916118025,-0.3796163960232941,0.8994635340704682,0.16034030990364162,1.2148016028899498,0.3501690740774028,0.35250098616215647,0.0,-0.0018851623266720992,-0.6569143853697867,0.020132385719030203,-1.5246114422888517
ddx51,-1.1283097897375738,0.0,0.0,0.3596420564532013,-0.1468402179612558,-0.20616697564117986,0.0577170251137115,-2.781828819048372,0.8663882506235763,0.046789202703900856,0.06656218175989005,0.30172933743612335,-0.8674471497989431,0.0,0.5209492008302155,0.0,-1.351809720332874,0.0,0.0,0.0,-1.0897207422405872,0.7758791640732455,0.0,0.0
